"","Symbol","Security.Name","Market.Category","Test.Issue","Financial.Status","Round.Lot.Size","ETF","NextShares"
"314","AUBAP","Atlantic Union Bankshares Corporation - Depositary Shares each representing a 1/400th ownership interest in a share of 6.875%Perpetual Non-Cumulative Preferred Stock, Series A","Q","N","N",100,"N","N"
"315","AUBN","Auburn National Bancorporation, Inc. - Common Stock","G","N","N",100,"N","N"
"316","AUDC","AudioCodes Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"317","AUPH","Aurinia Pharmaceuticals Inc - Common Shares","G","N","N",100,"N","N"
"318","AUTL","Autolus Therapeutics plc - American Depositary Shares","Q","N","N",100,"N","N"
"319","AUTO","AutoWeb, Inc. - Common Stock","S","N","N",100,"N","N"
"320","AUVI","Applied UV, Inc. - Common Stock","S","N","N",100,"N","N"
"321","AVAV","AeroVironment, Inc. - Common Stock","Q","N","N",100,"N","N"
"322","AVCO","Avalon GloboCare Corp. - Common Stock","S","N","N",100,"N","N"
"323","AVCT","American Virtual Cloud Technologies, Inc.  - Common Stock","S","N","N",100,"N","N"
"324","AVCTW","American Virtual Cloud Technologies, Inc.  - Warrant expiring 4/7/2020","S","N","N",100,"N","N"
"325","AVDL","Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share","G","N","N",100,"N","N"
"326","AVEO","AVEO Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"327","AVGO","Broadcom Inc. - Common Stock","Q","N","N",100,"N","N"
"328","AVGOP","Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A","Q","N","N",100,"N","N"
"329","AVGR","Avinger, Inc. - Common Stock","S","N","D",100,"N","N"
"330","AVID","Avid Technology, Inc. - Common Stock","Q","N","N",100,"N","N"
"331","AVNW","Aviat Networks, Inc. - Common Stock","Q","N","N",100,"N","N"
"332","AVO","Mission Produce, Inc. - Common Stock","Q","N","N",100,"N","N"
"333","AVRO","AVROBIO, Inc. - Common Stock","Q","N","N",100,"N","N"
"334","AVT","Avnet, Inc. - Common Stock","Q","N","N",100,"N","N"
"335","AVXL","Anavex Life Sciences Corp. - Common Stock","S","N","N",100,"N","N"
"336","AWH","Aspira Women's Health Inc. - Common Stock","S","N","N",100,"N","N"
"337","AWRE","Aware, Inc. - Common Stock","G","N","N",100,"N","N"
"338","AXAS","Abraxas Petroleum Corporation - Common Stock","S","N","D",100,"N","N"
"339","AXDX","Accelerate Diagnostics, Inc. - Common Stock","S","N","N",100,"N","N"
"340","AXGN","Axogen, Inc. - Common Stock","S","N","N",100,"N","N"
"341","AXGT","Axovant Gene Therapies Ltd. - Common Shares","Q","N","N",100,"N","N"
"342","AXLA","Axcella Health Inc. - Common Stock","G","N","N",100,"N","N"
"343","AXNX","Axonics Modulation Technologies, Inc. - Common Stock","Q","N","N",100,"N","N"
"344","AXSM","Axsome Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"345","AXTI","AXT Inc - Common Stock","Q","N","N",100,"N","N"
"346","AY","Atlantica Sustainable Infrastructure plc - Ordinary Shares","Q","N","N",100,"N","N"
"347","AYLA","Ayala Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"348","AYRO","AYRO, Inc. - Common Stock","S","N","N",100,"N","N"
"349","AYTU","Aytu BioScience, Inc. - Common Stock","S","N","N",100,"N","N"
"350","AZN","AstraZeneca PLC - American Depositary Shares","Q","N","N",100,"N","N"
"351","AZPN","Aspen Technology, Inc. - Common Stock","Q","N","E",100,"N","N"
"352","AZRX","AzurRx BioPharma, Inc. - Common Stock","S","N","D",100,"N","N"
"353","AZYO","Aziyo Biologics, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"354","BAND","Bandwidth Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"355","BANF","BancFirst Corporation - Common Stock","Q","N","N",100,"N","N"
"356","BANFP","BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities","Q","N","N",100,"N","N"
"357","BANR","Banner Corporation - Common Stock","Q","N","N",100,"N","N"
"358","BANX","StoneCastle Financial Corp - Common Stock","Q","N","N",100,"N","N"
"359","BASI","Bioanalytical Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"360","BATRA","Liberty Media Corporation - Series A Liberty Braves Common Stock","Q","N","N",100,"N","N"
"361","BATRK","Liberty Media Corporation - Series C Liberty Braves Common Stock","Q","N","N",100,"N","N"
"362","BBBY","Bed Bath & Beyond Inc. - Common Stock","Q","N","N",100,"N","N"
"363","BBCP","Concrete Pumping Holdings, Inc.  - Common Stock","S","N","N",100,"N","N"
"364","BBGI","Beasley Broadcast Group, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"365","BBH","VanEck Vectors Biotech ETF","G","N","N",100,"Y","N"
"366","BBI","Brickell Biotech, Inc. - Common Stock","S","N","D",100,"N","N"
"367","BBIO","BridgeBio Pharma, Inc. - Common Stock","Q","N","N",100,"N","N"
"368","BBQ","BBQ Holdings, Inc.  - Common Stock","Q","N","N",100,"N","N"
"369","BBSI","Barrett Business Services, Inc. - Common Stock","Q","N","N",100,"N","N"
"370","BCBP","BCB Bancorp, Inc. (NJ) - Common Stock","G","N","N",100,"N","N"
"371","BCDA","BioCardia, Inc. - Common Stock","S","N","N",100,"N","N"
"372","BCDAW","BioCardia, Inc. - Warrant","S","N","N",100,"N","N"
"373","BCEL","Atreca, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"374","BCLI","Brainstorm Cell Therapeutics Inc. - Common Stock","S","N","N",100,"N","N"
"375","BCML","BayCom Corp - Common Stock","Q","N","N",100,"N","N"
"376","BCOR","Blucora, Inc. - Common Stock","Q","N","N",100,"N","N"
"377","BCOV","Brightcove Inc. - Common Stock","Q","N","N",100,"N","N"
"378","BCOW","1895 Bancorp of Wisconsin, Inc. - Common Stock","S","N","N",100,"N","N"
"379","BCPC","Balchem Corporation - Common Stock","Q","N","N",100,"N","N"
"380","BCRX","BioCryst Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"381","BCTG","BCTG Acquisition Corp. - Common Stock","S","N","N",100,"N","N"
"382","BCYC","Bicycle Therapeutics plc - American Depositary Shares","Q","N","N",100,"N","N"
"383","BDGE","Bridge Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"384","BDSI","BioDelivery Sciences International, Inc. - Common Stock","Q","N","N",100,"N","N"
"385","BDTX","Black Diamond Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"386","BEAM","Beam Therapeutics Inc. - Common Stock","Q","N","N",100,"N","N"
"387","BEAT","BioTelemetry, Inc. - Common Stock","Q","N","N",100,"N","N"
"388","BECN","Beacon Roofing Supply, Inc. - Common Stock","Q","N","N",100,"N","N"
"389","BEEM","Beam Global - Common Stock","S","N","N",100,"N","N"
"390","BEEMW","Beam Global - Warrant","S","N","N",100,"N","N"
"391","BELFA","Bel Fuse Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"392","BELFB","Bel Fuse Inc. - Class B Common Stock","Q","N","N",100,"N","N"
"393","BFC","Bank First Corporation - Common Stock","S","N","N",100,"N","N"
"394","BFIN","BankFinancial Corporation - Common Stock","Q","N","N",100,"N","N"
"395","BFIT","Global X Health & Wellness Thematic ETF","G","N","N",100,"Y","N"
"396","BFRA","Biofrontera AG - American Depositary Shares","S","N","N",100,"N","N"
"397","BFST","Business First Bancshares, Inc. - Common Stock","Q","N","N",100,"N","N"
"398","BGCP","BGC Partners, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"399","BGFV","Big 5 Sporting Goods Corporation - Common Stock","Q","N","N",100,"N","N"
"400","BGNE","BeiGene, Ltd. - American Depositary Shares","Q","N","N",100,"N","N"
"401","BGRN","iShares Global Green Bond ETF","G","N","N",100,"Y","N"
"402","BHAT","Blue Hat Interactive Entertainment Technology - Ordinary Shares","S","N","N",100,"N","N"
"403","BHF","Brighthouse Financial, Inc. - Common Stock","Q","N","N",100,"N","N"
"404","BHFAL","Brighthouse Financial, Inc. - 6.25% Junior Subordinated Debentures due 2058","Q","N","N",100,"N","N"
"405","BHFAO","Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B","Q","N","N",100,"N","N"
"406","BHFAP","Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A","Q","N","N",100,"N","N"
"407","BHTG","BioHiTech Global, Inc. - Common Stock","S","N","N",100,"N","N"
"408","BIB","ProShares Ultra Nasdaq Biotechnology","G","N","N",100,"Y","N"
"409","BICK","First Trust BICK Index Fund","G","N","N",100,"Y","N"
"410","BIDU","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share","Q","N","N",100,"N","N"
"411","BIGC","BigCommerce Holdings, Inc. - Series 1 Common Stock","G","N","N",100,"N","N"
"412","BIIB","Biogen Inc. - Common Stock","Q","N","N",100,"N","N"
"413","BILI","Bilibili Inc. - American Depositary Shares","Q","N","N",100,"N","N"
"414","BIMI","BOQI International Medical Inc. - Common Stock","S","N","E",100,"N","N"
"415","BIOC","Biocept, Inc. - Common Stock","S","N","N",100,"N","N"
"416","BIOL","Biolase, Inc. - Common Stock","S","N","D",100,"N","N"
"417","BIS","ProShares UltraShort Nasdaq Biotechnology","G","N","N",100,"Y","N"
"418","BIVI","BioVie Inc. - Common stock","S","N","N",100,"N","N"
"419","BJK","VanEck Vectors Gaming ETF","G","N","N",100,"Y","N"
"420","BJRI","BJ's Restaurants, Inc. - Common Stock","Q","N","N",100,"N","N"
"421","BKCC","BlackRock Capital Investment Corporation - Common Stock","Q","N","N",100,"N","N"
"422","BKEP","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests","G","N","N",100,"N","N"
"423","BKEPP","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units","G","N","N",100,"N","N"
"424","BKNG","Booking Holdings Inc. - Common Stock","Q","N","N",100,"N","N"
"425","BKSC","Bank of South Carolina Corp. - Common Stock","S","N","N",100,"N","N"
"426","BKYI","BIO-key International, Inc. - Common Stock","S","N","D",100,"N","N"
"427","BL","BlackLine, Inc. - Common Stock","Q","N","N",100,"N","N"
"428","BLBD","Blue Bird Corporation - Common Stock","G","N","N",100,"N","N"
"429","BLCM","Bellicum Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"430","BLCN","Reality Shares Nasdaq NextGen Economy ETF","G","N","N",100,"Y","N"
"431","BLCT","BlueCity Holdings Limited - American Depositary Shares","G","N","N",100,"N","N"
"432","BLDP","Ballard Power Systems, Inc. - Common Shares","G","N","N",100,"N","N"
"433","BLDR","Builders FirstSource, Inc. - Common Stock","Q","N","N",100,"N","N"
"434","BLFS","BioLife Solutions, Inc. - Common Stock","S","N","N",100,"N","N"
"435","BLI","Berkeley Lights, Inc. - Common Stock","Q","N","N",100,"N","N"
"436","BLIN","Bridgeline Digital, Inc. - Common Stock","S","N","N",100,"N","N"
"437","BLKB","Blackbaud, Inc. - Common Stock","Q","N","N",100,"N","N"
"438","BLMN","Bloomin' Brands, Inc. - Common Stock","Q","N","N",100,"N","N"
"439","BLNK","Blink Charging Co. - Common Stock","S","N","N",100,"N","N"
"440","BLNKW","Blink Charging Co. - Warrant","S","N","N",100,"N","N"
"441","BLPH","Bellerophon Therapeutics, Inc. - Common Stock","S","N","N",100,"N","N"
"442","BLRX","BioLineRx Ltd. - American Depositary Shares","S","N","N",100,"N","N"
"443","BLU","BELLUS Health Inc. - Common Shares","Q","N","N",100,"N","N"
"444","BLUE","bluebird bio, Inc. - Common Stock","Q","N","N",100,"N","N"
"445","BMCH","BMC Stock Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"446","BMLP","Dorsey Wright MLP Index ETNs due December 10, 2036","G","N","N",100,"N","N"
"447","BMRA","Biomerica, Inc. - Common Stock","S","N","N",100,"N","N"
"448","BMRC","Bank of Marin Bancorp - Common Stock","S","N","N",100,"N","N"
"449","BMRN","BioMarin Pharmaceutical Inc. - Common Stock","Q","N","N",100,"N","N"
"450","BMTC","Bryn Mawr Bank Corporation - Common Stock","Q","N","N",100,"N","N"
"451","BND","Vanguard Total Bond Market ETF","G","N","N",100,"Y","N"
"452","BNDW","Vanguard Total World Bond ETF","G","N","N",100,"Y","N"
"453","BNDX","Vanguard Total International Bond ETF","G","N","N",100,"Y","N"
"454","BNFT","Benefitfocus, Inc. - Common Stock","G","N","N",100,"N","N"
"455","BNGO","Bionano Genomics, Inc. - Common Stock","S","N","D",100,"N","N"
"456","BNGOW","Bionano Genomics, Inc. - Warrant","S","N","N",100,"N","N"
"457","BNR","Burning Rock Biotech Limited - American Depositary Shares","G","N","N",100,"N","N"
"458","BNSO","Bonso Electronics International, Inc. - Common Stock","S","N","N",100,"N","N"
"459","BNTC","Benitec Biopharma Inc. - Common Stock","S","N","N",100,"N","N"
"460","BNTX","BioNTech SE - American Depositary Shares","Q","N","N",100,"N","N"
"461","BOCH","Bank of Commerce Holdings (CA) - Common Stock","G","N","N",100,"N","N"
"462","BOKF","BOK Financial Corporation - Common Stock","Q","N","N",100,"N","N"
"463","BOKFL","BOK Financial Corporation - 5.375% Subordinated Notes due 2056","Q","N","N",100,"N","N"
"464","BOMN","Boston Omaha Corporation - Class A Common Stock","S","N","N",100,"N","N"
"465","BOOM","DMC Global Inc. - Common Stock","Q","N","N",100,"N","N"
"466","BOSC","B.O.S. Better Online Solutions - Ordinary Shares","S","N","N",100,"N","N"
"467","BOTJ","Bank of the James Financial Group, Inc. - Common Stock","S","N","N",100,"N","N"
"468","BOTZ","Global X Robotics & Artificial Intelligence ETF","G","N","N",100,"Y","N"
"469","BOWXU","BowX Acquisition Corp. - Unit","S","N","N",100,"N","N"
"470","BOXL","Boxlight Corporation - Class A Common Stock","S","N","N",100,"N","N"
"471","BPFH","Boston Private Financial Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"472","BPMC","Blueprint Medicines Corporation - Common Stock","Q","N","N",100,"N","N"
"473","BPOP","Popular, Inc. - Common Stock","Q","N","N",100,"N","N"
"474","BPOPM","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities","Q","N","N",100,"N","N"
"475","BPOPN","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities","Q","N","N",100,"N","N"
"476","BPRN","The Bank of Princeton - Common Stock","Q","N","N",100,"N","N"
"477","BPTH","Bio-Path Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"478","BPY","Brookfield Property Partners L.P. - Limited Partnership Units","Q","N","N",100,"N","N"
"479","BPYPN","Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3","Q","N","N",100,"N","N"
"480","BPYPO","Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2","Q","N","N",100,"N","N"
"481","BPYPP","Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units","Q","N","N",100,"N","N"
"482","BPYU","Brookfield Property REIT Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"483","BPYUP","Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock","Q","N","N",100,"N","N"
"484","BRID","Bridgford Foods Corporation - Common Stock","G","N","N",100,"N","N"
"485","BRKL","Brookline Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"486","BRKR","Bruker Corporation - Common Stock","Q","N","N",100,"N","N"
"487","BRKS","Brooks Automation, Inc. - Common Stock","Q","N","N",100,"N","N"
"488","BRLI","Brilliant Acquisition Corporation - Ordinary Shares","S","N","N",100,"N","N"
"489","BRLIR","Brilliant Acquisition Corporation - Rights","S","N","N",100,"N","N"
"490","BRLIU","Brilliant Acquisition Corporation - Unit","S","N","N",100,"N","N"
"491","BRLIW","Brilliant Acquisition Corporation - Warrants","S","N","N",100,"N","N"
"492","BROG","Brooge Energy Limited  - Ordinary Shares","S","N","N",100,"N","N"
"493","BROGW","Brooge Energy Limited  - Warrant","S","N","N",100,"N","N"
"494","BRP","BRP Group, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"495","BRPA","Big Rock Partners Acquisition Corp. - Common Stock","S","N","N",100,"N","N"
"496","BRPAR","Big Rock Partners Acquisition Corp. - Right","S","N","N",100,"N","N"
"497","BRPAU","Big Rock Partners Acquisition Corp. - Unit","S","N","N",100,"N","N"
"498","BRPAW","Big Rock Partners Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"499","BRQS","Borqs Technologies, Inc.  - Ordinary Shares","S","N","N",100,"N","N"
"500","BRY","Berry Corporation (bry) - Common Stock","Q","N","N",100,"N","N"
"501","BSAE","Invesco BulletShares 2021 USD Emerging Markets Debt ETF","G","N","N",100,"Y","N"
"502","BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","G","N","N",100,"Y","N"
"503","BSBK","Bogota Financial Corp. - Common Stock","S","N","N",100,"N","N"
"504","BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","G","N","N",100,"Y","N"
"505","BSCK","Invesco BulletShares 2020 Corporate Bond ETF","G","N","N",100,"Y","N"
"506","BSCL","Invesco BulletShares 2021 Corporate Bond ETF","G","N","N",100,"Y","N"
"507","BSCM","Invesco BulletShares 2022 Corporate Bond ETF","G","N","N",100,"Y","N"
"508","BSCN","Invesco BulletShares 2023 Corporate Bond ETF","G","N","N",100,"Y","N"
"509","BSCO","Invesco BulletShares 2024 Corporate Bond ETF","G","N","N",100,"Y","N"
"510","BSCP","Invesco BulletShares 2025 Corporate Bond ETF","G","N","N",100,"Y","N"
"511","BSCQ","Invesco BulletShares 2026 Corporate Bond ETF","G","N","N",100,"Y","N"
"512","BSCR","Invesco BulletShares 2027 Corporate Bond ETF","G","N","N",100,"Y","N"
"513","BSCS","Invesco BulletShares 2028 Corporate Bond ETF","G","N","N",100,"Y","N"
"514","BSCT","Invesco BulletShares 2029 Corporate Bond ETF","G","N","N",100,"Y","N"
"515","BSCU","Invesco BulletShares 2030 Corporate Bond ETF","G","N","N",100,"Y","N"
"516","BSDE","Invesco BulletShares 2024 USD Emerging Markets Debt ETF","G","N","N",100,"Y","N"
"517","BSET","Bassett Furniture Industries, Incorporated - Common Stock","Q","N","N",100,"N","N"
"518","BSGM","BioSig Technologies, Inc. - Common Stock","S","N","N",100,"N","N"
"519","BSJK","Invesco BulletShares 2020 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"520","BSJL","Invesco BulletShares 2021 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"521","BSJM","Invesco BulletShares 2022 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"522","BSJN","Invesco BulletShares 2023 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"523","BSJO","Invesco BulletShares 2024 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"524","BSJP","Invesco BulletShares 2025 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"525","BSJQ","Invesco BulletShares 2026 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"526","BSJR","Invesco BulletShares 2027 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"527","BSJS","Invesco BulletShares 2028 High Yield Corporate Bond ETF","G","N","N",100,"Y","N"
"528","BSML","Invesco BulletShares 2021 Municipal Bond ETF","G","N","N",100,"Y","N"
"529","BSMM","Invesco BulletShares 2022 Municipal Bond ETF","G","N","N",100,"Y","N"
"530","BSMN","Invesco BulletShares 2023 Municipal Bond ETF","G","N","N",100,"Y","N"
"531","BSMO","Invesco BulletShares 2024 Municipal Bond ETF","G","N","N",100,"Y","N"
"532","BSMP","Invesco BulletShares 2025 Municipal Bond ETF","G","N","N",100,"Y","N"
"533","BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","G","N","N",100,"Y","N"
"534","BSMR","Invesco BulletShares 2027 Municipal Bond ETF","G","N","N",100,"Y","N"
