"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"2252","PVL","Permianville Royalty Trust","0.68","$22.44M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pvl",NA
"2253","PRT","PermRock Royalty Trust","2.1","$25.55M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/prt",NA
"2254","PRGO","Perrigo Company","45.86","$6.26B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prgo",NA
"2255","PSTH","Pershing Square Tontine Holdings, Ltd.","22.75","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/psth",NA
"2256","PSTH.WS","Pershing Square Tontine Holdings, Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psth.ws",NA
"2257","PRSP","Perspecta Inc.","19.09","$3.07B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/prsp",NA
"2258","PTR","PetroChina Company Limited","29.32","$53.66B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ptr",NA
"2259","PBR","Petroleo Brasileiro S.A.- Petrobras","7.25","$47.29B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pbr",NA
"2260","PBR.A","Petroleo Brasileiro S.A.- Petrobras","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbr.a",NA
"2261","PFE","Pfizer, Inc.","36.79","$204.44B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pfe",NA
"2262","GHY","PGIM Global High Yield Fund, Inc.","13.46","$550.84M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ghy",NA
"2263","ISD","PGIM High Yield Bond Fund, Inc.","14.09","$468.59M","2012","n/a","n/a","https://old.nasdaq.com/symbol/isd",NA
"2264","PGTI","PGT Innovations, Inc.","19.01","$1.12B","2006","Capital Goods","Building Products","https://old.nasdaq.com/symbol/pgti",NA
"2265","PM","Philip Morris International Inc","78.88","$122.84B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/pm",NA
"2266","PSX","Phillips 66","53.04","$23.16B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/psx",NA
"2267","PSXP","Phillips 66 Partners LP","24.36","$5.56B","2013","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/psxp",NA
"2268","FENG","Phoenix New Media Limited","1.41","$102.63M","2011","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/feng",NA
"2269","DNK","Phoenix Tree Holdings Limited","3.18","$581.56M","2020","Consumer Services","Building operators","https://old.nasdaq.com/symbol/dnk",NA
"2270","PHR","Phreesia, Inc.","31.97","$1.21B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/phr",NA
"2271","DOC","Physicians Realty Trust","18.24","$3.8B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/doc",NA
"2272","PDM","Piedmont Office Realty Trust, Inc.","14.08","$1.77B","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/pdm",NA
"2273","PCQ","PIMCO California Municipal Income Fund","17.84","$336.32M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pcq",NA
"2274","PCK","Pimco California Municipal Income Fund II","9.2588","$297.35M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pck",NA
"2275","PZC","PIMCO California Municipal Income Fund III","10.73","$239.92M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pzc",NA
"2276","PCM","PIMCO Commercial Mortgage Securities Trust, Inc.","10.02","$116.51M","1993","n/a","n/a","https://old.nasdaq.com/symbol/pcm",NA
"2277","PTY","Pimco Corporate & Income Opportunity Fund","16.68","$1.68B","2002","n/a","n/a","https://old.nasdaq.com/symbol/pty",NA
"2278","PCN","Pimco Corporate & Income Stategy Fund","16.14","$644.41M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pcn",NA
"2279","PCI","PIMCO Dynamic Credit and Mortgage Income Fund","19.54","$2.83B","2013","n/a","n/a","https://old.nasdaq.com/symbol/pci",NA
"2280","PDI","PIMCO Dynamic Income Fund","24.69","$1.53B","2012","n/a","n/a","https://old.nasdaq.com/symbol/pdi",NA
"2281","NRGX","PIMCO Energy and Tactical Credit Opportunities Fund","6.45","$288.36M","2019","n/a","n/a","https://old.nasdaq.com/symbol/nrgx",NA
"2282","PGP","Pimco Global Stocksplus & Income Fund","8.42","$92.54M","2005","n/a","n/a","https://old.nasdaq.com/symbol/pgp",NA
"2283","PHK","Pimco High Income Fund","5.46","$723.75M","2003","n/a","n/a","https://old.nasdaq.com/symbol/phk",NA
"2284","PKO","Pimco Income Opportunity Fund","23.3","$443.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pko",NA
"2285","PFL","PIMCO Income Strategy Fund","10.4","$324.67M","2003","n/a","n/a","https://old.nasdaq.com/symbol/pfl",NA
"2286","PFN","PIMCO Income Strategy Fund II","9.32","$662.28M","2004","n/a","n/a","https://old.nasdaq.com/symbol/pfn",NA
"2287","PMF","PIMCO Municipal Income Fund","13.39","$346.63M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pmf",NA
"2288","PML","Pimco Municipal Income Fund II","13.59","$853.53M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pml",NA
"2289","PMX","PIMCO Municipal Income Fund III","11.38","$376.71M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pmx",NA
"2290","PNF","PIMCO New York Municipal Income Fund","11.42","$89.34M","2001","n/a","n/a","https://old.nasdaq.com/symbol/pnf",NA
"2291","PNI","Pimco New York Municipal Income Fund II","10.4401","$116.81M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pni",NA
"2292","PYN","PIMCO New York Municipal Income Fund III","8.83","$50.55M","2002","n/a","n/a","https://old.nasdaq.com/symbol/pyn",NA
"2293","RCS","PIMCO Strategic Income Fund, Inc.","6.38","$280.31M","1994","n/a","n/a","https://old.nasdaq.com/symbol/rcs",NA
"2294","PING","Ping Identity Holding Corp.","35.77","$2.88B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ping",NA
"2295","PNW","Pinnacle West Capital Corporation","82.56","$9.29B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pnw",NA
"2296","PINS","Pinterest, Inc.","43.39","$26.06B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pins",NA
"2297","PHD","Pioneer Floating Rate Trust","10.18","$251.83M","2004","n/a","n/a","https://old.nasdaq.com/symbol/phd",NA
"2298","PHT","Pioneer High Income Trust","8.31","$242.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pht",NA
"2299","MAV","Pioneer Municipal High Income Advantage Trust","10.93","$261.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mav",NA
"2300","MHI","Pioneer Municipal High Income Trust","11.65","$265.29M","2003","n/a","n/a","https://old.nasdaq.com/symbol/mhi",NA
"2301","PXD","Pioneer Natural Resources Company","88.07","$14.47B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pxd",NA
"2302","PIPR","Piper Sandler Companies","81.88","$1.47B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/pipr",NA
"2303","PBI","Pitney Bowes Inc.","6.06","$1.05B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/pbi",NA
"2304","PBI^B","Pitney Bowes Inc.","18.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbi^b",NA
"2305","PIC","Pivotal Investment Corporation II","10.89","$313.09M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/pic",NA
"2306","PIC.U","Pivotal Investment Corporation II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/pic.u",NA
"2307","PIC.WS","Pivotal Investment Corporation II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pic.ws",NA
"2308","PJT","PJT Partners Inc.","67.25","$2.6B","2015","Finance","Investment Managers","https://old.nasdaq.com/symbol/pjt",NA
"2309","PAA","Plains All American Pipeline, L.P.","6.39","$4.65B","1998","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/paa",NA
"2310","PAGP","Plains Group Holdings, L.P.","6.68","$1.23B","2013","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/pagp",NA
"2311","PLNT","Planet Fitness, Inc.","67.6","$5.85B","2015","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plnt",NA
"2312","PLT","Plantronics, Inc.","14.56","$593.23M","1994","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/plt",NA
"2313","AGS","PlayAGS, Inc.","3.43","$122.17M","2018","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/ags",NA
"2314","PHI","PLDT Inc.","26.75","$5.78B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/phi",NA
"2315","PLYM","Plymouth Industrial REIT, Inc.","12.57","$201.68M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/plym",NA
"2316","PMVC.U","PMV Consumer Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pmvc.u",NA
"2317","PNC","PNC Financial Services Group, Inc. (The)","115.48","$49.02B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnc",NA
"2318","PNC^P","PNC Financial Services Group, Inc. (The)","27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnc^p",NA
"2319","PNM","PNM Resources, Inc. (Holding Co.)","44.52","$3.55B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pnm",NA
"2320","PII","Polaris Inc.","99.88","$6.13B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pii",NA
"2321","POR","Portland General Electric Company","37.69","$3.37B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/por",NA
"2322","PKX","POSCO","44.8","$14.27B","1994","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/pkx",NA
"2323","POST","Post Holdings, Inc.","92.64","$6.27B","2012","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/post",NA
"2324","PSTL","Postal Realty Trust, Inc.","15.04","$142.12M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pstl",NA
"2325","PPG","PPG Industries, Inc.","135.88","$32.06B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/ppg",NA
"2326","PPX","PPL Capital Funding, Inc.","25.6","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ppx",NA
"2327","PPL","PPL Corporation","28.94","$22.25B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ppl",NA
"2328","PYS","PPlus Trust","18.0401","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pys",NA
"2329","PYT","PPlus Trust","23.11","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pyt",NA
"2330","PQG","PQ Group Holdings Inc.","11.17","$1.52B","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/pqg",NA
"2331","PDS","Precision Drilling Corporation","0.7456","$204.46M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pds",NA
"2332","APTS","Preferred Apartment Communities, Inc.","5.85","$295.13M","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/apts",NA
"2333","PBH","Prestige Consumer Healthcare Inc.","37.16","$1.87B","2005","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pbh",NA
"2334","PVG","Pretium Resources, Inc.","13.5","$2.52B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/pvg",NA
"2335","PIAI.U","Prime Impact Acquisition I","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/piai.u",NA
"2336","PRI","Primerica, Inc.","114.87","$4.54B","2010","Finance","Life Insurance","https://old.nasdaq.com/symbol/pri",NA
"2337","PRMW","Primo Water Corporation","14.4","$2.31B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/prmw",NA
"2338","PGZ","Principal Real Estate Income Fund","11.12","$76.73M","2013","n/a","n/a","https://old.nasdaq.com/symbol/pgz",NA
"2339","PRIF^A","Priority Income Fund, Inc.","23.945","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^a",NA
"2340","PRIF^B","Priority Income Fund, Inc.","24.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^b",NA
"2341","PRIF^C","Priority Income Fund, Inc.","24.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^c",NA
"2342","PRIF^D","Priority Income Fund, Inc.","25.0234","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^d",NA
"2343","PRIF^E","Priority Income Fund, Inc.","23.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^e",NA
"2344","PRIF^F","Priority Income Fund, Inc.","23.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prif^f",NA
"2345","PRA","ProAssurance Corporation","16.16","$870.85M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pra",NA
"2346","PG","Procter & Gamble Company (The)","142.92","$355.82B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/pg",NA
"2347","PGR","Progressive Corporation (The)","99.88","$58.49B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pgr",NA
"2348","PLD","Prologis, Inc.","106.91","$78.98B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pld",NA
"2349","PUMP","ProPetro Holding Corp.","4.5","$454.04M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/pump",NA
"2350","PRO","PROS Holdings, Inc.","34.51","$1.5B","2007","Technology","EDP Services","https://old.nasdaq.com/symbol/pro",NA
"2351","PROS","ProSight Global, Inc.","12.08","$526.54M","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/pros",NA
"2352","PBB","Prospect Capital Corporation","25.75","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/pbb",NA
"2353","PBC","Prospect Capital Corporation","25.54","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/pbc",NA
"2354","PBY","Prospect Capital Corporation","25.3","$1.28B","2018","n/a","n/a","https://old.nasdaq.com/symbol/pby",NA
"2355","PB","Prosperity Bancshares, Inc.","55.94","$5.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pb",NA
"2356","PRLB","Proto Labs, Inc.","150.77","$4.03B","2012","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/prlb",NA
"2357","PFS","Provident Financial Services, Inc","13.17","$867.56M","2003","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pfs",NA
"2358","PFH","Prudential Financial, Inc.","25.4","n/a","2020","Finance","Life Insurance","https://old.nasdaq.com/symbol/pfh",NA
"2359","PRS","Prudential Financial, Inc.","27.92","$951M","2018","Finance","Life Insurance","https://old.nasdaq.com/symbol/prs",NA
"2360","PRU","Prudential Financial, Inc.","67.88","$26.81B","2001","Finance","Life Insurance","https://old.nasdaq.com/symbol/pru",NA
"2361","PUK","Prudential Public Limited Company","30.35","$39.59B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/puk",NA
"2362","PUK^","Prudential Public Limited Company","26.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/puk^",NA
"2363","PUK^A","Prudential Public Limited Company","27.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/puk^a",NA
"2364","PSB","PS Business Parks, Inc.","128.48","$3.53B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psb",NA
"2365","PSB^W","PS Business Parks, Inc.","26.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^w",NA
"2366","PSB^X","PS Business Parks, Inc.","26.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^x",NA
"2367","PSB^Y","PS Business Parks, Inc.","26.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^y",NA
"2368","PSB^Z","PS Business Parks, Inc.","27.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psb^z",NA
"2369","TLK","PT Telekomunikasi Indonesia, Tbk","18.78","$18.6B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tlk",NA
"2370","PEG","Public Service Enterprise Group Incorporated","57.56","$29.11B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/peg",NA
"2371","PSA","Public Storage","234.01","$40.91B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa",NA
"2372","PSA^B","Public Storage","25.44","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^b",NA
"2373","PSA^C","Public Storage","26.17","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^c",NA
"2374","PSA^D","Public Storage","26.07","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^d",NA
"2375","PSA^E","Public Storage","26.39","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^e",NA
"2376","PSA^F","Public Storage","27.12","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^f",NA
"2377","PSA^G","Public Storage","26.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^g",NA
"2378","PSA^H","Public Storage","28.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^h",NA
"2379","PSA^I","Public Storage","27.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^i",NA
"2380","PSA^J","Public Storage","27.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^j",NA
"2381","PSA^K","Public Storage","28.12","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^k",NA
"2382","PSA^L","Public Storage","27.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/psa^l",NA
"2383","PSA^M","Public Storage","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psa^m",NA
"2384","PHM","PulteGroup, Inc.","48.98","$13.14B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/phm",NA
"2385","PSTG","Pure Storage, Inc. ","17.57","$4.71B","2015","Technology","Electronic Components","https://old.nasdaq.com/symbol/pstg",NA
"2386","PMM","Putnam Managed Municipal Income Trust","7.66","$374.42M","1989","n/a","n/a","https://old.nasdaq.com/symbol/pmm",NA
"2387","PIM","Putnam Master Intermediate Income Trust","4.16","$212.95M","1988","n/a","n/a","https://old.nasdaq.com/symbol/pim",NA
"2388","PMO","Putnam Municipal Opportunities Trust","13.12","$447.52M","1993","n/a","n/a","https://old.nasdaq.com/symbol/pmo",NA
"2389","PPT","Putnam Premier Income Trust","4.63","$474.66M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ppt",NA
"2390","NEW","Puxin Limited","9.04","$786.84M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/new",NA
"2391","PVH","PVH Corp.","66.13","$4.7B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/pvh",NA
"2392","PZN","Pzena Investment Management Inc","5.9","$420.32M","2007","Finance","Investment Managers","https://old.nasdaq.com/symbol/pzn",NA
"2393","QTWO","Q2 Holdings, Inc.","97.84","$5.23B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/qtwo",NA
"2394","QEP","QEP Resources, Inc.","0.9884","$239.51M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/qep",NA
"2395","QGEN","Qiagen N.V.","54.74","$12.52B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/qgen",NA
"2396","QTS","QTS Realty Trust, Inc.","66.92","$4.11B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/qts",NA
"2397","QTS^A","QTS Realty Trust, Inc.","27.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qts^a",NA
"2398","QTS^B","QTS Realty Trust, Inc.","150.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qts^b",NA
"2399","QUAD","Quad Graphics, Inc","2.99","$160.54M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/quad",NA
"2400","KWR","Quaker Chemical Corporation","194.47","$3.46B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kwr",NA
"2401","NX","Quanex Building Products Corporation","19.82","$650.2M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nx",NA
"2402","PWR","Quanta Services, Inc.","59.23","$8.23B","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/pwr",NA
"2403","QD","Qudian Inc.","1.4","$355.22M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/qd",NA
"2404","DGX","Quest Diagnostics Incorporated","116.67","$15.67B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/dgx",NA
"2405","QUOT","Quotient Technology Inc.","8.63","$780.58M","2014","Consumer Services","Advertising","https://old.nasdaq.com/symbol/quot",NA
"2406","QVCC","QVC, Inc.","23.27","n/a","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qvcc",NA
"2407","QVCD","QVC, Inc.","25.32","n/a","2018","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/qvcd",NA
"2408","CTAA","Qwest Corporation","26","n/a","2016","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctaa",NA
"2409","CTBB","Qwest Corporation","25.48","n/a","2016","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctbb",NA
"2410","CTDD","Qwest Corporation","26.33","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctdd",NA
"2411","CTY","Qwest Corporation","25.15","n/a","2013","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cty",NA
"2412","CTZ","Qwest Corporation","25.23","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctz",NA
"2413","RRD","R.R. Donnelley & Sons Company","1.4","$99.96M","n/a","Miscellaneous","Publishing","https://old.nasdaq.com/symbol/rrd",NA
"2414","RMED","Ra Medical Systems, Inc.","0.2991","$21.68M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmed",NA
"2415","RDN","Radian Group Inc.","17.44","$3.34B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rdn",NA
"2416","RFL","Rafael Holdings, Inc.","17.25","$272.86M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rfl",NA
"2417","RL","Ralph Lauren Corporation","73.89","$5.4B","1997","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/rl",NA
"2418","RRC","Range Resources Corporation","8.06","$2.06B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rrc",NA
"2419","RNGR","Ranger Energy Services, Inc.","2.69","$41.28M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rngr",NA
"2420","PACK","Ranpak Holdings Corp","10.92","$824.22M","2018","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/pack",NA
"2421","RJF","Raymond James Financial, Inc.","78.27","$10.74B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/rjf",NA
"2422","RYAM","Rayonier Advanced Materials Inc.","4.06","$257.21M","2014","Basic Industries","Paper","https://old.nasdaq.com/symbol/ryam",NA
"2423","RYN","Rayonier Inc.","28.56","$3.9B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ryn",NA
"2424","RTX","Raytheon Technologies Corporation","59.91","$91.52B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/rtx",NA
"2425","RMAX","RE/MAX Holdings, Inc.","36.05","$1.11B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/rmax",NA
"2426","RC","Ready Capital Corporation","11.53","$632.68M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rc",NA
"2427","RCA","Ready Capital Corporation","23.86","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rca",NA
"2428","RCB","Ready Capital Corporation","23.92","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcb",NA
"2429","RCP","Ready Capital Corporation","25.44","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcp",NA
"2430","RLGY","Realogy Holdings Corp.","10.97","$1.27B","2012","Finance","Real Estate","https://old.nasdaq.com/symbol/rlgy",NA
"2431","O","Realty Income Corporation","63.19","$21.8B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/o",NA
"2432","RLH","Red Lion Hotels Corporation","2.08","$52.83M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/rlh",NA
"2433","RBAC","RedBall Acquisition Corp.","10.0701","$723.79M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rbac",NA
"2434","RBAC.U","RedBall Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rbac.u",NA
"2435","RBAC.WS","RedBall Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rbac.ws",NA
"2436","RWT","Redwood Trust, Inc.","7.92","$910.36M","1995","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rwt",NA
"2437","RBC","Regal Beloit Corporation","99.95","$4.06B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/rbc",NA
"2438","RM","Regional Management Corp.","20.47","$232.07M","2012","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rm",NA
"2439","RF","Regions Financial Corporation","12.79","$12.28B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rf",NA
"2440","RF^A","Regions Financial Corporation","25.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^a",NA
"2441","RF^B","Regions Financial Corporation","28.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^b",NA
"2442","RF^C","Regions Financial Corporation","28.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^c",NA
"2443","RGS","Regis Corporation","7","$249.66M","1991","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/rgs",NA
"2444","RGA","Reinsurance Group of America, Incorporated","105.68","$7.18B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rga",NA
"2445","RZA","Reinsurance Group of America, Incorporated","26.96","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rza",NA
"2446","RZB","Reinsurance Group of America, Incorporated","28.5","n/a","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/rzb",NA
"2447","RTP.U","Reinvent Technology Partners","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rtp.u",NA
"2448","RS","Reliance Steel & Aluminum Co.","111.75","$7.12B","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/rs",NA
