"","per","pbr","roe","revenue_growth"
"SOHO",NA,"0.36","-33.95","-89.7"
"SOHOB",NA,NA,"-33.95","-89.7"
"SOHON",NA,NA,"-33.95","-89.7"
"SOHOO",NA,NA,"-33.95","-89.7"
"SOHU",NA,"2.56","-3.58","-11.3"
"SOLO",NA,"4.99","-65.96","-89.6"
"SOLY",NA,"4.64","-58.08",NA
"SONA","10.64","0.62","6.06","-17.3"
"SONM",NA,"1.15","-85.41","-51.9"
"SONN",NA,NA,NA,NA
"SONO",NA,"6.33","-24.79","-4.2"
"SP","17.19","1.56","-18.81","-60.4"
"SPCB",NA,"0.62","-59.74","-40"
"SPFI","8.63","0.79","9.9","12.1"
"SPI",NA,NA,NA,"-35.7"
"SPKE","5.76","5.47","47.39","-27.7"
"SPKEP",NA,NA,"47.39","-27.7"
"SPLK",NA,"19.72","-41.71","-4.8"
"SPNE",NA,"2.37","-29.32","-27.3"
"SPNS","48.42","6.27","13.4","17"
"SPOK",NA,"0.75","-4.52","-9.6"
"SPPI",NA,"4.43","-72.45",NA
"SPRB",NA,"12.14",NA,NA
"SPRO",NA,"4.58","-91.03","-19.9"
"SPRT","15.61","1.22","6.46","-33.9"
"SPSC","79.44","8.15","10.91","10.3"
"SPT",NA,"20.36","-75.35","26.8"
"SPTN","15.41","1.03","7.02","9.4"
"SPWH","14.3","5.11","44.51","79.9"
"SPWR","566","91.23",NA,"-19.1"
"SQBG",NA,"0.36","-94.87","-14.5"
"SQFT",NA,"1.2","0.51","-14"
"SRAC",NA,NA,NA,NA
"SRAX",NA,"2.41","-89.24","28.9"
"SRCE","10.27","0.96","9.53","-10.8"
"SRCL",NA,"2.68","-12.44","-29.3"
"SRDX","74.41","4.36","6.12","10.4"
"SREV",NA,"1.8","-21.15","-9"
"SRGA",NA,"12.54","-147.31","-33.5"
"SRNE",NA,"19.81","-443.24","39.1"
"SRPT",NA,"10.79","-49.52","45.1"
"SRRA",NA,"1.08","-116.22",NA
"SRRK",NA,"5.08","-60.69","-22.6"
"SRTS",NA,"2.13","-23.67","-84.2"
"SSB","40.29","0.87","1.16","-59.4"
"SSBI","8.29","0.99","12.52","30.2"
"SSKN",NA,"1.55","-14.55","-47.8"
"SSNC","33.84","3.13","9.95","-0.9"
"SSNT",NA,"1.61","-19","6.1"
"SSP",NA,"0.99","-5.12","12"
"SSPK",NA,NA,NA,NA
"SSRM","41.62","3.7","4.94","-40.4"
"SSSS","29.5","0.87","2.78","-50.5"
"SSTI","137.78","12.42","8.94","9.9"
"SSYS",NA,"0.72","-5.24","-27.9"
"STAA","373.75","15.68","4.68","-11.3"
"STAF",NA,"1.1",NA,"-41"
"STAY","39.14","3.26","6.31","-28.7"
"STBA","22.64","0.69","2.8",NA
"STCN",NA,"0.77","-6.15","-19.4"
"STEP","51.15","17.76",NA,NA
"STFC","11.72","0.65","-3.91","27.8"
"STIM",NA,"4","-77.97","-41.2"
"STKL",NA,"5.28","-5.55","6.1"
"STKS","5.88","2.6","62.74","-29.4"
"STLD","13.36","1.69","13.33","-24.4"
"STMP","50.79","6.24","14.17","49"
"STND","22.01","1.08","4.77","-19.2"
"STNE","123.61","15.66","12.38","22.3"
"STOK","19.08","6.36","-19.22",NA
"STRA","18.64","1.59","7.84","4.4"
"STRL","8.8","1.93","25.23","51.5"
"STRM","10.5","2.43","-15.86","16"
"STRO",NA,"2.05","-10.68","-10"
"STRS","104.59","1.52","0.29","-62.4"
"STRT","46.98","0.55","-3.22","-67.3"
"STSA",NA,"0.75","-57.65",NA
"STTK",NA,"6.71",NA,"16.6"
"STX","13.55","7.37","50.85","6.2"
"STXB","9.7","0.64","7.86","11.1"
"SUMO",NA,NA,NA,"30.8"
"SUMR",NA,"6.12","-35.99","-17.7"
"SUNS","22.91","0.85","3.67","-21.5"
"SUNW",NA,"6.97","-170.39","-48.2"
"SUPN","9.27","1.61","19.88","21"
"SURF",NA,"3.84","-27.55",NA
"SVA","19.03","1.82","11.03","-18.3"
"SVBI","13.91","0.77","5.62","-5.5"
"SVC","640.5","0.55","-1.83","-64.8"
"SVMK",NA,"10.18","-27.77","21"
"SVRA",NA,"0.77","-70.13",NA
"SVVC",NA,"0.23","-41.82",NA
"SWAV",NA,"10.36","-35.41","2.7"
"SWBI","105.17","2.13","-2.44","124.8"
"SWIR",NA,"1.2","-18.39","-24.7"
"SWKH","20.42","0.81","4.02","38.8"
"SWKS","33.71","6.13","18.8","-3.9"
"SWTX",NA,"9.8","-28.76",NA
"SXTC","11.33","1.62","-100.33","-37.1"
"SY","103.39","3.19","2.62","15.2"
"SYBT","13.81","1.98","14.94","-5.6"
"SYBX",NA,"0.56","-36.77","27.1"
"SYKE","19.36","1.68","9.07","7.2"
"SYNA","24.37","3.48","16.09","-5.9"
"SYNC",NA,"1.64","-28.68","-42.9"
"SYNH","33.96","2.11","6.44","-13.1"
"SYNL",NA,"0.53","-9.73","-16"
"SYPR",NA,"2.25","-23.06","-29.8"
"SYRS",NA,"6.16","-84.84","590"
"SYTA",NA,"2.42","-79.4","47.4"
"TA","6.71","0.62","5.27","-38.3"
"TACO",NA,"1.92","-71.96","-13.9"
"TACT","28.83","2.35","-12.71","-53.4"
"TAIT","26.89","1.12","4.49","-26.5"
"TANH","37.18","0.8","-9.85","9.3"
"TAOP","3.09","3.46","-81.83","-47.2"
"TARA",NA,"3.5",NA,NA
"TAST",NA,"1.26","-10.1","0"
"TATT","143.67","0.46","0.21","-33.3"
"TAYD","11.51","0.83","7.46","0.9"
"TBBK","9.65","1.02","11.44","29.8"
"TBIO",NA,"4.33","-53.13","1,290.00"
"TBK","26.67","1.72","6.16","4.9"
"TBLT",NA,"1.27","-82.93","43.9"
"TBNK","10.58","0.84","7.89","-7.2"
"TBPH",NA,NA,NA,"-42.6"
"TC",NA,"1.2","-48.05","-73.1"
"TCBI","18.71","0.74","4.16","-23"
"TCBIP",NA,NA,"4.16","-23"
"TCBK","12.44","0.96","7.93","-29.7"
"TCCO","14","6.83","-27.63","-51.5"
"TCDA",NA,"1.99","-81.19",NA
"TCF","23.96","0.75","5.24","26.1"
"TCFC","8.7","0.67","7.91","-1.1"
"TCMD","92.78","6.69","-8.34","-22.3"
"TCOM","64.71","1.22","-3.09","-63.7"
"TCON",NA,"22.52","-295.37",NA
"TCPC","14.52","0.81","-0.78","-6.4"
"TCRR",NA,"5.33","-36.95",NA
"TCX","62.07","8.15","14.07","-2.4"
"TDAC",NA,"2.23","13.1",NA
"TDACU",NA,NA,"13.1",NA
"TEAM",NA,"89.23","-61.48","28.7"
"TECH","45.65","7.42","18.01","-8.3"
"TECTP",NA,NA,"14.52","-9.7"
"TEDU",NA,"1.55",NA,"-29"
"TELA",NA,"3.62","-96.61","6.2"
"TELL",NA,"3.64","-155.38","18.7"
"TENB",NA,"35.32","-78.3","25.6"
"TENX",NA,"5.58","-168.53",NA
"TER","25.03","8.24","38.84","48.7"
"TESS",NA,"0.65","-25.72","-8.3"
"TEUM",NA,"0.5","-19.24","468.8"
"TFFP",NA,"16.48","-88.84",NA
"TFSL","49.69","2.69","5.42","7.7"
"TGA","1.14","0.23","-40.44","-73.6"
"TGLS","39.9","1.67","3.84","-28"
"TGTX",NA,"19.69","-198.14","0"
"TH","5.07","1.1","-0.61","-34.1"
"THBR",NA,NA,NA,NA
"THCA",NA,NA,NA,NA
"THCB",NA,"1.28",NA,NA
"THCBU",NA,NA,NA,NA
"THFF","8.94","0.78","9.5","6.2"
"THMO",NA,"3.59","-301.45","-47.9"
"THRM","54.55","3.23","5.97","-44.1"
"THRY",NA,NA,NA,"-13"
"THTX",NA,"20.5","-78.85","9.9"
"TIG","21.12","5.03",NA,"-9.4"
"TIGO","49.26","1.46","-6.79","-8"
"TIGR","246","2.99","1.68","137.2"
"TILE","10.33","1.58","-17.96","-27.4"
"TIPT","42.92","0.52","-13.92","8.6"
"TITN","18.95","0.95","5.08","-3.7"
"TLC",NA,"6.08","-141.95","-42.8"
"TLGT",NA,"5.05",NA,"-25.9"
"TLND",NA,"59.61","-397.82","12.3"
"TLRY",NA,"5.64","-212.06","10.1"
"TLSA",NA,"63.45","-804.99",NA
"TMDI","4.72","29.57",NA,NA
"TMDX",NA,"3.31","-37.64","-40.2"
"TMUS","44.69","2.3","5.25","61"
"TNAV","70.5","2.05","3.32","-31.6"
"TNDM",NA,"27.01","-20.44","17.1"
"TNXP","0.39","1.8","-114.46",NA
"TOMZ","29.75","9.84","79.52","512"
"TOPS","0.05","0.36","-12.78","9.4"
"TOTA",NA,"1.83","2.93",NA
"TOTAU",NA,NA,"2.93",NA
"TOUR",NA,"0.39","-27.97","-93.5"
"TOWN","9.8","0.77","8.42","-4.2"
"TPCO",NA,"2.01","-12.27","-26.9"
"TPIC",NA,"9.58","-42.26","13"
"TPTX",NA,"6.87","-27.88",NA
"TRCH",NA,"1.81","-82.36","-80.8"
"TREE","134.47","10.9","9.31","-33.8"
"TRHC",NA,"5.58","-24.44","0.8"
"TRIB",NA,"65.74","-141.1","-28.8"
"TRIL",NA,"31.57","-312.31","360"
"TRIP","34.5","2.92","-8.28","-86"
"TRMB","27.4","4.08","15.98","-14.2"
"TRMD","1.99","0.48","26.85","39.6"
"TRMK","11.41","0.87","7.86","1"
"TRMT","3.12","0.27","8.46","60.4"
"TRNS","29.7","3.13","11.15","-8.2"
"TROW","17.45","4.94","26.36","1.4"
"TRS","42.38","1.69","3.99","4.6"
"TRST","10.04","0.96","9.95","-12"
"TRUE.",NA,"1.75","-11.83","-28.8"
"TRUP","1.85k","22.98","1.2","27.9"
"TRVG","31.32","0.64","-29.81","-92.8"
"TRVI",NA,"1.78","-55.24",NA
"TRVN",NA,"8.12","-55.17",NA
"TSBK","6.69","0.87","13.89","-0.9"
"TSC","9.15","0.86","8.88","-8"
"TSCAP","13.93","1.66","8.88","-8"
"TSCBP",NA,NA,"8.88","-8"
"TSCO","26.21","10.49","42.51","34.9"
"TSEM","27.16","1.52","5.91","1.3"
"TSHA",NA,NA,NA,NA
"TSLA","1.08k","42.52","5.18","-4.9"
"TSRI",NA,"1.69","-17.28","-5"
"TTD","243.95","37.29","19.12","-12.9"
"TTEC","28.1","6.38","24.4","15.4"
"TTEK","42.49","5.88","14.02","-10.1"
"TTGT","84","8.89","11.13","1.5"
"TTMI","46.59","0.93","2.15","8.2"
"TTNP",NA,"10.71","-3,431.55","163.9"
"TTOO",NA,NA,NA,"41.5"
"TTWO","43.13","7.26","18.86","53.8"
"TURN","4.73","0.7","-4.5","82.1"
"TUSK",NA,"0.13","-29.35","-66.9"
"TVTY",NA,"20.29","-168.87","-22.9"
"TW","66.2","3.33","4.54","11.2"
"TWIN",NA,"0.57","-24.52","-18"
"TWNK","34.19","1.15","3.44","6.3"
"TWOU",NA,"3.83","-40.5","34.9"
"TWST",NA,"12.79","-55.93","55.9"
"TXG",NA,"44.23","-38.39","-23.1"
"TXMD",NA,"29.42",NA,"76"
"TXN","28.62","18.28","62.6","-11.7"
"TXRH","82.87","5.9","7.43","-30.9"
"TYHT",NA,"0.13","-9.36","-33.3"
"TYME",NA,"8.09","-198.67",NA
"TZAC",NA,"1.82","2.47",NA
"TZACU",NA,NA,"2.47",NA
"TZOO","14.26","29.55","-153.85","-73.7"
"UAL","9.5","1.42","-49.51","-78.1"
"UBCP","10.44","1.12","11.07","4.4"
"UBFO","8.54","0.85","10.26","-27"
"UBOH","4.88","0.62","13.81","54.5"
"UBSI","11.44","0.75","5.9","15.2"
"UBX",NA,"1.88","-72.24",NA
"UCBI","9.84","0.98","9.25","-17.4"
"UCL",NA,"5.33",NA,"-41.5"
"UCTT","47.96","2.06","5.05","29.9"
"UEIC","18.09","1.88","10.95","-21"
"UEPS",NA,"0.48","-32","-29.3"
"UFCS","47","0.63","-10.07","-2.1"
"UFPI","18.53","2.72","15.98","0.2"
"UFPT","16.96","1.76","11.06","-17"
"UG","15.57","6.5","41.51","-9.9"
"UHAL","17.78","1.66","9.78","-8.5"
"UIHC",NA,"0.44","-4.38","5.7"
"ULBI","20.25","0.92","4.89","-2.8"
"ULH","31.72","2.8","8.22","-32.7"
"ULTA","49.59","7.7","15.62","-26.3"
"UMBF","14.72","0.97","7.08","6.3"
"UMPQ","10.03","1.07","-48.2","-26.9"
"UNAM",NA,"0.53","-6.52","2.3"
"UNB","10.32","1.41","14.34","4.5"
"UNIT","58.88",NA,NA,"0.9"
"UNTY","6.57","0.86","14.32","-2.7"
"UONE","0.73","1.48","-12.97","-37.5"
"UONEK","0.69","0.34","-12.97","-37.5"
"UPLD",NA,"8.58","-34.48","34.5"
"UPWK",NA,"8.94","-11.4","18.6"
"URBN","11.81","1.77","-2.13","-16.5"
"URGN",NA,"3.51","-70.96","1,966.70"
"UROV",NA,"14.26",NA,NA
"USAK",NA,"1.21","-12.14","-7.4"
"USAP","44.72","0.22","-1.57","-26.1"
"USAU",NA,"3.66","-57.59",NA
"USCR","27.18","1.6","6.03","-12.2"
"USEG",NA,"1.7","-46.88","-90"
"USIO",NA,"6.47","-62.28","-2.8"
"USLM","21.06","2.46","11.52","-3.6"
"USWS",NA,"0.54","-206.42","-73.7"
"UTHR","11.79","1.65","15.21","-3.1"
"UTMD","24.53","3.16","13.23","-25.8"
"UTSI",NA,"0.39","-3.89","9.9"
"UVSP","12.58","0.69","5.53","-33.6"
"UXIN",NA,"6.4",NA,"-84"
"VALU","15.17","4.55","32.24","7.4"
"VBFC","7.38","1","14.52","14.8"
"VBIV",NA,"5.37","-44.27","-71.3"
"VBLT",NA,"1.41","-49.48","14.5"
"VBTX","12.62","0.87","7.14","-8.2"
"VC","92.35","6.64","-3.77","-49.4"
"VCEL","2.07k","8.7","0","-23.5"
"VCNX",NA,NA,NA,NA
"VCTR","8.61","2.12","30.04","99.1"
"VCYT",NA,"10.88","-13.73","-31.3"
"VECO",NA,"1.58","-13.27","0.8"
"VEON","6.95","2.85","15.86","-16.3"
"VERB",NA,"6.12","-113.64","-29"
"VERI",NA,"6.71","-113.26","8.1"
"VERO",NA,"2.67","-272.59","-38.9"
"VERU",NA,"4.45","-26.84","6.1"
"VERX",NA,NA,NA,"16.5"
"VERY",NA,"0.81","-13.56","1.7"
"VFF","14.46","2.34","-2.78","15.1"
"VG",NA,"4.81","-6.45","6.3"
"VIAC","12.82","1.24","16.42","-12.2"
"VIACA","13.76","1.33","16.42","-12.2"
"VIAV","102.5","3.97","3.99","-8"
"VICR","455.74","11.43","3.14","11.7"
"VIE",NA,"3.8","-45.41",NA
"VIOT","10.08","1.82","14.61","45.2"
"VIR",NA,"9.26","-45.69","3,172.50"
"VIRC","44.6","0.64","-2.72","-15.7"
"VIRT","7.35","3.5","45.13","177.4"
"VISL","0.17","1.45","-160.45","-18.3"
"VITL","324.3","81.99",NA,"83.8"
"VIVE","0.08","0.8",NA,"-33.1"
"VIVO","17.72","3.32","20.76","75.1"
"VJET",NA,"1.39","-45.34","-22.5"
"VKTX",NA,"1.63","-11.79",NA
"VLDR",NA,NA,NA,"-2.4"
"VLGEA","13.99","1.05","7.66","19.9"
"VLY","10.13","0.73","7.59","17.4"
"VLYPO",NA,NA,"7.59","17.4"
"VLYPP",NA,NA,"7.59","17.4"
"VMAC",NA,NA,NA,NA
"VMD","12.32","4.87","52.34","110.8"
"VNDA","5.13","1.35","31.26","5.3"
"VNET",NA,"6.72","-38.1","28.8"
"VNOM","10.4","1.67","-3.23","-55.4"
"VOD",NA,"0.53","-0.72","5.6"
"VOXX",NA,"0.67","-9.53","41.9"
"VRA","57.08","0.84","1.45","10"
"VRAY",NA,"2.76","-73.9","-52.8"
"VRCA",NA,"4.63","-52.6",NA
"VREX","179.22","1.14","-4.95","-13"
"VRM",NA,"7.82",NA,"-3"
"VRME",NA,"1.92","-96.12","85.9"
"VRNA",NA,"11.69","-99.94",NA
"VRNS",NA,"49.36","-97.79","11.6"
"VRNT","212.09","2.84","1.93","-4.7"
"VRRM","85.33","4.99","5.68","-27.2"
"VRSK","61.89","14.36","23.52","4"
"VRSN","30.9",NA,NA,"2.6"
"VRTS","24.11","1.89","9.77","-5.4"
"VRTU","39.82","3.77","8.35","-5.6"
"VRTX","34.13","9.35","33.06","62"
"VSAT","5.40k","1.14","0.74","-1.2"
"VSEC","313.6","1.01","0.36","-10.8"
"VSTA",NA,"2.08",NA,"-12.9"
"VSTM",NA,"1.93","-158.74","37.3"
"VTGN",NA,"26.54","-653.72",NA
"VTNR",NA,"1.56","-11","-51"
"VTRU","157.66","3.55",NA,"9.5"
"VTSI",NA,"3.36","-1.29","-9.3"
"VTVT",NA,NA,NA,NA
"VUZI",NA,"7.64","-107.4","38.9"
"VVPR",NA,"6.85","-25.26",NA
"VXRT",NA,"17.14","-78.26","515.3"
"VYGR",NA,"5.92","-61.98","-37.8"
"VYNE",NA,"4.5","-407.33",NA
"WABC","19.33","1.85","10.34","-0.7"
"WAFD","9.95","0.85","9.56","-11.7"
"WAFU",NA,"1.55","-20.52","27.4"
"WASH","8.61","1.1","13.4","9.5"
"WATT",NA,"4.96","-141.15","140.8"
"WB","17.96","3.47","21.55","-10.3"
"WBA","71.94","1.53","3.27","0.1"
"WDAY",NA,"18.93","-17.04","19.6"
"WDC",NA,"1.21","-2.56","18"
"WDFC","54.83","18.66","33.26","-13.8"
"WEN","50.4","11.19","19.79","-7"
"WERN","20.86","2.71","13.81","-9.3"
"WETF","511","2.03","-9.52","-12.3"
"WEYS","22.09","0.84","3.82","-72.5"
"WHF","12.74","0.74","5.67","-13.5"
"WHLM","77.5","1.01","-49.8","-77.3"
"WHLR",NA,NA,"-2.87","-2.4"
"WHLRD",NA,NA,"-2.87","-2.4"
"WHLRP",NA,NA,"-2.87","-2.4"
"WIFI",NA,"5.36","-18.01","-14.4"
"WILC","21.11","1.7","8.37","4"
"WIMI","52.15","4.36",NA,"6.8"
"WINA","21.62","59.67",NA,"-28.8"
"WING","139.23",NA,NA,"36.1"
"WINS","86.64","1.64","-22.12","-73.3"
"WINT",NA,"1.26","-43.17",NA
"WIRE","17.43","1.26","7.5","-24.7"
"WISA","0.22","1.43","-157.27","-1.1"
"WIX",NA,"77.01","-71.97","27.3"
"WKEY",NA,"4.67","-96.41","-35.6"
"WKHS",NA,NA,NA,"1,569.20"
"WLDN","70.56","2.29","-6.16","-20"
"WLFC","3.55","0.34","9.96","-21.7"
"WLTW","27.67","2.7","10.11","3.2"
"WMG","94.47",NA,NA,"-4.5"
"WMGI",NA,"4.72","-12.31","-43.4"
"WNEB","16.38","0.77","4.69","-10"
"WORX",NA,"2.26","-111.21","5.8"
"WPRT",NA,"3.55","-8.22","-56.4"
"WRLD","22.37","2.04","7.45","-10.5"
"WRTC",NA,"6.1","-33.86","1,300.60"
"WSBC","14.06","0.62","4.38","-29"
"WSBF","8.94","1.11","12.1","57.1"
"WSC","115.73","5.61","2.75","-2.6"
"WSFS","15.21","0.85","5.56","-45.8"
"WSG","12.23","1.68","-118.23","-81.8"
"WSTG","20.96","2.37","11.55","11.7"
"WSTL",NA,"0.37","-25.04","-18.4"
"WTBA","9.17","1.36","15.19","8.2"
"WTER",NA,"21.14","-188.73","40.1"
"WTFC","10.52","0.76","7.25","-14.7"
"WTFCM",NA,NA,"7.25","-14.7"
"WTRE","11.79","0.91","-8.49","88.8"
"WTRH",NA,"5.64","-141.92","17.8"
"WVE",NA,"15.86","-228.03","-60.3"
"WVFC","9.55","0.69","6.83","-21.3"
"WVVI","14.55","0.96","6.34","-3.8"
"WVVIP",NA,NA,"6.34","-3.8"
"WW","20.79",NA,NA,"-9.6"
"WWD","22.15","2.81","13.83","-30.3"
"WWR",NA,"5.3","-61.49",NA
"WYNN","83.11","12.66","-110.65","-94.8"
"XAIR",NA,"5.67","-157.11","-63.5"
"XBIO","0.82","0.38","-94.79",NA
"XBIT","1.34","1.64","326.16",NA
"XCUR",NA,"2.06","-40.71","1,016.80"
"XEL","27.04","2.83","10.88","0.3"
"XELA",NA,NA,NA,"-21.3"
"XELB","14.55","0.19","-7.58","-44.7"
"XENE",NA,"2.17","-20.51",NA
"XENT",NA,"6.5","-59.33","-63.3"
"XERS",NA,"10.06","-240.39","582.5"
"XFOR","5.49","0.97","-54.55",NA
"XGN",NA,"4.21","-64.25","-14.6"
"XLNX","46.36","12.45","26.16","-14.5"
"XLRN",NA,"16.58","-30.02","43.7"
"XNCR","72.76","4.09","-13.61","-32.8"
"XNET",NA,"0.7","-19.57","-7"
"XOMA",NA,"6.09","-31.77","-53.8"
"XONE",NA,"5.39","-28.93","-27.4"
"XP","82.02","15.93",NA,"67.5"
"XPEL","51.92","19.29","45.21","19"
"XPER",NA,"1","-3.81","83.2"
"XRAY","126.19","2.15","-0.98","-51.4"
"XSPA",NA,"5.59","-426.48","-98.9"
"XTLB","6.12","1.52","-34.68",NA
"YGYI",NA,"0.32","-85.18","-13"
"YI",NA,"6.33","-61.54","93.5"
"YIN","33.16","1.31","5.21","7.6"
"YJ","7.47","1.69","-5.67","-51.5"
"YMAB",NA,"10.88","-89.34",NA
"YNDX","88.37","5.73","2.59","0"
"YORW","36.23","4.23","12","2.1"
"YRCW",NA,NA,NA,"-20.2"
"YTEN",NA,"2.51","-219.78","-30.5"
"YTRA",NA,"1.61","-26.39","-91.5"
"YVR",NA,"2.82","-60.18","32"
"YY","37.55","1.07","3.81","-7.2"
"Z",NA,"5.48","-11.33","28.1"
"ZAGG","40.77","0.81","-33.77","-27.8"
"ZBRA","32.23","8.67","29.39","-12.9"
"ZCMD","11.49","1.59","18.48","21.1"
"ZEAL",NA,"5.78","-39.36","1,009.60"
"ZEUS","37.32","0.43","-2.03","-42.1"
"ZG",NA,"5.52","-11.33","28.1"
"ZGNX",NA,"2.79","-97.76","-3.5"
"ZGYH",NA,"1.32","-31.74",NA
"ZI","282.45","42.04",NA,"61.9"
"ZION","12.52","0.73","6.39","-23.8"
"ZIOP","6.07","3.46","-112.36",NA
"ZIXI",NA,"10.54","-5.01","16.2"
"ZKIN","4.67","0.47","10.26","27.4"
"ZLAB",NA,"16.8","-55.99","461.8"
"ZM","707.59","132.62","23.74","355"
"ZNGA","138.71","5.67","-1.6","47.4"
"ZNTL",NA,"7.65",NA,NA
"ZS",NA,"42.48","-29.02","46.2"
"ZSAN",NA,"3.47","-188.88",NA
"ZUMZ","13.49","1.75","14.04","9.6"
"ZVO",NA,"1.33","-19.97","-3.3"
"ZYNE",NA,"1.51","-56.66",NA
"ZYXI","43.94","18.04","53.31","87.1"
